time,BatteryUnit.battery1,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery2,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery3,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery4,decarbonization-app,profit_cvr-app,resilience-app,BatteryUnit.battery5,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg1a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg2a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg3a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg3c,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg4a,decarbonization-app,profit_cvr-app,resilience-app,RatioTapChanger.reg4c,decarbonization-app,profit_cvr-app,resilience-app
29,0.0,0.0,120110.2,125000.0,0.0,0.0,158167.6,200000.0,0.0,0.0,0.0,100000.0,0.0,0.0,5.5532007e-11,150000.0,0.0,0.0,1.7720348e-10,250000.0,6,7,-4,-2,8,-13,8,8,9,-12,12,5,9,-12,14,1,7,3,8,11,-11,-11,0,3
30,0.0,0.0,108366.05,125000.0,0.0,0.0,157157.32,200000.0,-5.5332532e-11,0.0,-5.5332532e-11,100000.0,0.0,0.0,0.0,150000.0,-1.2585665e-24,0.0,-1.2585665e-24,250000.0,6,7,-4,2,8,-13,8,-5,9,-12,12,5,9,-12,14,1,7,3,8,11,-11,-11,0,6
31,0.0,0.0,125000.0,125000.0,0.0,0.0,157775.13,200000.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,150000.0,0.0,0.0,8.860174e-11,250000.0,6,7,-4,-2,8,-13,8,8,9,-12,12,5,9,-12,14,1,7,3,8,11,-11,-11,0,3
32,0.0,0.0,125000.0,125000.0,0.0,0.0,156194.22,200000.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,250000.0,6,6,-4,2,8,-12,8,-3,9,-11,12,5,9,-11,14,2,7,4,8,11,-11,-11,0,2
33,0.0,0.0,40323.175,125000.0,50000.0,0.0,130327.81,200000.0,0.0,0.0,100000.0,100000.0,0.0,0.0,133784.08,150000.0,0.0,0.0,0.0,250000.0,6,6,-5,2,5,-12,5,-3,5,-11,2,5,3,-12,0,1,6,4,6,4,-11,-11,0,6
34,0.0,0.0,22862.705,125000.0,-35154.1,-35154.1,200000.0,200000.0,0.0,0.0,0.0,100000.0,0.0,0.0,1.8510669e-11,150000.0,-5.5372281e-08,0.0,-5.5372281e-08,250000.0,6,7,-5,5,9,-13,13,4,9,-13,14,4,1,-12,0,1,6,3,13,-2,-12,-12,-1,3
35,0.0,0.0,59934.573,125000.0,-0.0125,-0.0125,200000.0,200000.0,0.0,0.0,100000.0,100000.0,0.0,0.0,127965.18,150000.0,0.0,0.0,35405.166,250000.0,5,7,-5,-3,8,-13,-1,4,7,-13,0,4,-1,-13,0,1,7,2,1,15,-12,-12,0,3
36,0.0,0.0,111284.91,125000.0,0.0,0.0,200000.0,200000.0,0.0,0.0,100000.0,100000.0,0.0,0.0,150000.0,150000.0,0.0,0.0,250000.0,250000.0,7,7,-3,2,5,-13,-3,5,5,-13,0,5,1,-13,0,2,2,2,1,-4,-13,-13,0,6
37,31250.0,0.0,125000.0,125000.0,0.0,0.0,200000.0,200000.0,0.0,0.0,0.0,100000.0,0.0,0.0,150000.0,150000.0,0.0,0.0,59161.152,250000.0,7,7,3,4,-1,-13,-1,-3,0,-13,0,-4,-1,-13,-1,-7,4,2,1,4,-13,-13,-11,-10
38,31250.0,0.0,125000.0,125000.0,0.0,0.0,108857.6,200000.0,25000.0,0.0,100000.0,100000.0,0.0,0.0,150000.0,150000.0,122623.58,180110.0,122623.58,250000.0,7,6,-5,7,2,-12,14,0,0,-12,0,-3,1,-12,15,-4,2,4,15,-3,-9,-11,0,0
39,0.0,125000.0,0.0,125000.0,200000.0,200000.0,200000.0,200000.0,28254.3325,4339.11,100000.0,100000.0,80202.0,80202.0,150000.0,150000.0,41807.799999999996,-27589.6,250000.0,250000.0,7,7,2,7,0,-13,0,-4,0,-12,-6,0,-1,-13,-1,-1,2,2,1,-4,-14,-14,0,-11
40,83191.253,125000.0,83191.253,125000.0,153815.0,153815.0,200000.0,200000.0,0.0,0.0,85796.37,100000.0,46657.0,46657.0,150000.0,150000.0,-24206.584999999992,201783.0,-115608.78,250000.0,6,6,4,-1,4,-12,4,6,-2,-11,-2,-4,3,-12,-1,6,3,4,-10,12,-10,-12,-13,-6
41,125000.0,125000.0,125000.0,125000.0,200000.0,200000.0,200000.0,200000.0,100000.0,100000.0,100000.0,100000.0,150000.0,150000.0,150000.0,150000.0,100604.81875,135901.0,50806.425,250000.0,7,7,-4,7,2,0,0,-4,1,1,0,0,1,-5,-1,-1,2,2,-1,-8,-4,-3,-1,-4
42,125000.0,125000.0,125000.0,125000.0,200000.0,200000.0,200000.0,200000.0,-54859.22,100000.0,-54859.22,100000.0,150000.0,150000.0,150000.0,150000.0,91339.07650000001,250000.0,-67321.847,250000.0,6,6,-6,-1,8,-12,2,10,1,-9,0,1,7,-12,-1,9,7,4,1,11,-3,-13,-5,-7
43,65329.36,125000.0,65329.36,88706.43,200000.0,200000.0,200000.0,200000.0,100000.0,100000.0,100000.0,100000.0,0.0,150000.0,0.0,150000.0,233265.24,250000.0,233265.24,250000.0,7,6,-6,7,2,-12,0,1,2,2,-1,-3,1,-12,-1,-2,4,4,1,3,-1,-13,-1,-2
44,38716.1,125000.0,38716.1,125000.0,200000.0,200000.0,200000.0,200000.0,-43817.984,100000.0,-43817.984,100000.0,-55286.662,150000.0,-55286.662,150000.0,-42735.70999999999,250000.0,-140314.28,250000.0,6,6,-7,6,5,-12,5,-2,1,1,0,-11,7,-12,9,2,3,3,-1,1,-3,-14,-3,-14
45,-19271.78,125000.0,-19271.78,125000.0,200000.0,200000.0,200000.0,200000.0,100000.0,100000.0,100000.0,100000.0,-66156.654,150000.0,-66156.654,150000.0,-42735.70999999999,250000.0,153445.56,250000.0,5,5,-6,0,3,-11,-2,2,4,2,-3,4,8,-12,1,8,4,4,-1,3,-1,-13,-1,-2
46,74145.418,125000.0,74145.418,125000.0,200000.0,200000.0,200000.0,200000.0,100000.0,100000.0,100000.0,100000.0,0.0,150000.0,0.0,150000.0,-42735.70999999999,250000.0,203753.8,250000.0,5,6,-6,-4,9,-12,-1,10,1,1,-2,-2,9,-12,2,9,3,2,0,3,-2,-14,-2,-5
47,-26972.786,125000.0,-26972.786,125000.0,200000.0,200000.0,200000.0,200000.0,65817.4945,100000.0,-36730.022,100000.0,150000.0,150000.0,150000.0,150000.0,-42735.70999999999,250000.0,52371.414,250000.0,5,6,-7,0,7,-13,9,-1,6,-13,-2,6,3,-13,2,2,3,2,3,3,-4,-14,-5,-9
48,-48678.328,125000.0,-48678.328,92823.419,200000.0,200000.0,200000.0,200000.0,32364.026,100000.0,32364.026,100000.0,112634.84,150000.0,112634.84,150000.0,134287.17,250000.0,134287.17,250000.0,5,5,-7,6,7,-12,-1,2,2,-12,-2,-5,2,-10,2,-2,3,3,1,1,-4,-14,-4,-12
49,1.4443946e-10,125000.0,1.4443946e-10,125000.0,49762.813500000004,49762.8,49762.818,49762.818,100000.0,100000.0,100000.0,100000.0,0.0,150000.0,0.0,150000.0,50850.661,250000.0,50850.661,250000.0,4,3,4,-4,2,-10,-12,2,-1,-11,-8,-1,2,-9,-5,2,4,4,-12,3,-5,-12,-12,-5
